Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Education_Group,Total_Children,Total_Campaign_Accepted,Customer_Tenure_Days,Total_Purchases,Total_Spending,Spending_Per_Purchase
Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,68,Postgraduate,1,0,268,19,605,30.25
Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,53,Graduate,1,0,185,11,57,4.75
Widow,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,58,Graduate,0,1,244,22,2088,90.78260869565217
Partnered,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,68,Graduate,1,0,553,16,1009,59.35294117647059
Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,55,Graduate,1,0,333,5,26,4.333333333333333
Partnered,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,1,36,Graduate,0,1,213,22,1627,70.73913043478261
Partnered,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,68,Graduate,1,0,681,31,1102,34.4375
Partnered,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,62,Postgraduate,2,0,24,6,17,2.4285714285714284
Partnered,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,1,54,Graduate,1,3,405,16,1690,99.41176470588235
Partnered,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,73,Graduate,1,0,536,21,1390,63.18181818181818
Partnered,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,38,Postgraduate,0,0,667,20,2126,101.23809523809524
Partnered,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,57,Postgraduate,1,0,608,25,1531,58.88461538461539
Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,51,Postgraduate,1,0,286,7,64,8.0
Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,41,Graduate,1,0,245,6,26,3.7142857142857144
Divorced,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,1,52,Graduate,0,4,450,29,1112,37.06666666666667
Partnered,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,68,Undergraduate,0,0,645,11,210,17.5
Partnered,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,59,Graduate,2,0,669,26,1148,42.51851851851852
Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,52,Postgraduate,1,0,624,6,33,4.714285714285714
Partnered,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,65,Postgraduate,1,1,621,19,1101,55.05
Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,62,Graduate,1,0,615,16,322,18.941176470588236
Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,62,Graduate,2,0,390,10,44,4.0
Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,69,Postgraduate,3,0,203,4,17,3.4
Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,47,Graduate,1,1,627,6,31,4.428571428571429
Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,58,Postgraduate,2,0,403,25,845,32.5
Partnered,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,56,Postgraduate,1,0,12,15,275,17.1875
Partnered,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,48,Postgraduate,1,0,583,4,25,5.0
Partnered,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,1,74,Postgraduate,2,0,511,17,275,15.277777777777779
Partnered,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,60,Postgraduate,2,0,472,11,90,7.5
Partnered,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,63,Graduate,0,1,3,19,1495,74.75
Partnered,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,56,Postgraduate,2,1,622,11,184,15.333333333333334
Partnered,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,56,Graduate,0,0,375,13,981,70.07142857142857
Partnered,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,56,Graduate,1,0,268,8,67,7.444444444444445
Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,1,73,Graduate,0,0,645,14,1635,109.0
Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,43,Postgraduate,1,0,101,10,60,5.454545454545454
Partnered,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,51,Postgraduate,1,0,145,12,231,17.76923076923077
Partnered,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,66,Graduate,2,0,84,10,48,4.363636363636363
Divorced,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,63,Graduate,2,0,508,9,99,9.9
Partnered,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,63,Postgraduate,1,0,286,23,770,32.083333333333336
Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,1,70,Graduate,0,0,528,23,957,39.875
Partnered,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,45,Postgraduate,0,0,60,12,818,62.92307692307692
Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,1,40,Postgraduate,0,1,453,17,925,51.388888888888886
Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,58,Postgraduate,1,0,434,22,908,39.47826086956522
Partnered,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,45,Undergraduate,1,0,503,10,102,9.272727272727273
Partnered,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,50,Graduate,1,0,612,16,576,33.88235294117647
Partnered,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,80,Graduate,0,0,667,13,317,22.642857142857142
Partnered,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,52,Postgraduate,1,0,120,15,461,28.8125
Partnered,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,51,Postgraduate,2,0,73,7,37,4.625
Partnered,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,52,Graduate,1,0,352,7,70,8.75
Partnered,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,74,Graduate,0,0,516,23,930,38.75
Partnered,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,70,Postgraduate,2,0,537,33,859,25.264705882352942
Widow,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,60,Graduate,0,0,48,22,1478,64.26086956521739
Divorced,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,77,Postgraduate,0,0,381,16,390,22.941176470588236
Partnered,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,42,Undergraduate,0,1,360,5,52,8.666666666666666
Partnered,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,57,Graduate,1,0,184,10,137,12.454545454545455
Partnered,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,46,Graduate,0,1,606,19,1919,95.95
Partnered,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,55,Graduate,2,0,165,9,68,6.8
Partnered,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,61,Graduate,2,0,474,4,25,5.0
Partnered,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,74,Postgraduate,1,2,675,23,1374,57.25
Divorced,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,38,Undergraduate,1,0,479,5,32,5.333333333333333
Partnered,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,40,Postgraduate,1,0,532,7,100,12.5
Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,44,Graduate,0,0,533,12,825,63.46153846153846
Divorced,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,61,Postgraduate,1,1,104,28,916,31.586206896551722
Divorced,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,68,Graduate,2,0,74,11,62,5.166666666666667
Partnered,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,70,Undergraduate,1,0,260,21,728,33.09090909090909
Partnered,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,48,Postgraduate,1,0,120,7,90,11.25
Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,38,Graduate,1,0,77,13,273,19.5
Partnered,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,42,Graduate,1,0,184,10,66,6.0
Partnered,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,65,Postgraduate,0,1,458,23,1213,50.541666666666664
Widow,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,1,60,Graduate,0,0,649,7,107,13.375
Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,79,Graduate,0,1,116,18,1157,60.89473684210526
Partnered,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,62,Postgraduate,1,1,292,18,546,28.736842105263158
Partnered,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,34,Postgraduate,0,0,428,11,241,20.083333333333332
Divorced,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,50,Graduate,1,0,162,11,53,4.416666666666667
Partnered,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,59,Graduate,3,0,244,7,37,4.625
Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,50,Postgraduate,0,0,508,23,1508,62.833333333333336
Partnered,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,60,Graduate,2,0,194,16,235,13.823529411764707
Partnered,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,70,Postgraduate,2,0,110,7,32,4.0
Partnered,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,54,Graduate,2,0,335,8,102,11.333333333333334
Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,41,Graduate,1,0,684,15,401,25.0625
Partnered,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,75,Graduate,2,0,348,6,28,4.0
Partnered,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,55,Graduate,1,0,528,21,680,30.90909090909091
Partnered,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,52,Graduate,1,0,363,4,30,6.0
Divorced,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,61,Postgraduate,2,0,140,4,20,4.0
Divorced,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,65,Postgraduate,1,0,507,23,1307,54.458333333333336
Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,73,Graduate,1,0,534,24,630,25.2
Partnered,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,69,Graduate,0,0,359,18,1283,67.52631578947368
Divorced,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,50,Postgraduate,1,0,362,9,65,6.5
Partnered,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,42,Graduate,1,0,234,5,37,6.166666666666667
Partnered,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,76,Postgraduate,3,0,416,5,38,6.333333333333333
Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,40,Postgraduate,1,0,501,12,160,12.307692307692308
Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,43,Graduate,1,0,439,4,23,4.6
Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,37,Postgraduate,0,0,291,6,71,10.142857142857142
Partnered,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,1,70,Postgraduate,1,0,452,19,1161,58.05
Partnered,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,55,Postgraduate,1,1,535,5,59,9.833333333333334
Partnered,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,43,Graduate,1,0,364,7,33,4.125
Divorced,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,66,Graduate,2,0,655,22,946,41.130434782608695
Divorced,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,1,58,Graduate,0,3,570,22,1442,62.69565217391305
Partnered,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,54,Graduate,1,0,594,5,62,10.333333333333334
Partnered,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,1,61,Graduate,0,1,483,22,1674,72.78260869565217
Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,38,Graduate,0,0,688,21,1538,69.9090909090909
Divorced,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,40,Graduate,0,0,204,8,139,15.444444444444445
Partnered,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,57,Postgraduate,1,2,583,20,1182,56.285714285714285
Partnered,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,76,Postgraduate,1,0,381,18,507,26.68421052631579
Partnered,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,53,Undergraduate,1,1,318,4,18,3.6
Divorced,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,74,Graduate,0,0,231,16,940,55.294117647058826
Partnered,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,61,Graduate,2,0,371,6,42,6.0
Divorced,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,1,56,Graduate,0,0,13,15,1190,74.375
Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,55,Graduate,2,0,551,8,44,4.888888888888889
Partnered,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,50,Postgraduate,1,1,177,4,16,3.2
Partnered,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,69,Graduate,1,0,194,26,835,30.925925925925927
Partnered,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,40,Graduate,1,2,535,22,1443,62.73913043478261
Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,1,60,Postgraduate,0,0,244,18,1029,54.1578947368421
Partnered,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,52,Graduate,0,0,610,18,1188,62.526315789473685
Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,50,Postgraduate,1,0,554,24,1277,51.08
Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,48,Graduate,2,0,212,7,49,6.125
Partnered,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,71,Graduate,1,1,414,7,99,12.375
Partnered,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,57,Postgraduate,0,0,564,15,1670,104.375
Partnered,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,83,Postgraduate,0,0,313,14,900,60.0
Partnered,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,78,Postgraduate,2,0,264,16,425,25.0
Partnered,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,69,Graduate,0,1,639,22,2153,93.6086956521739
Widow,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,57,Postgraduate,1,0,99,21,636,28.90909090909091
Partnered,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,48,Graduate,2,0,125,10,57,5.181818181818182
Partnered,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,48,Postgraduate,1,0,583,4,25,5.0
Partnered,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,59,Graduate,2,0,548,22,494,21.47826086956522
Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,57,Graduate,1,0,677,19,693,34.65
Partnered,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,66,Graduate,0,0,408,26,1348,49.925925925925924
Divorced,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,50,Graduate,1,0,470,7,51,6.375
Partnered,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,64,Graduate,0,0,589,16,1932,113.6470588235294
Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,51,Postgraduate,1,0,575,16,990,58.23529411764706
Partnered,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,42,Undergraduate,1,0,68,5,30,5.0
Partnered,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,51,Graduate,2,0,609,16,254,14.941176470588236
Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,56,Postgraduate,1,1,304,5,29,4.833333333333333
Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,60,Graduate,1,1,595,23,1371,57.125
Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,1,54,Postgraduate,2,0,372,9,73,7.3
Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,51,Postgraduate,2,0,680,11,120,10.0
Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,56,Graduate,0,1,468,5,81,13.5
Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,37,Graduate,1,0,546,5,37,6.166666666666667
Partnered,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,65,Postgraduate,1,0,270,20,1377,65.57142857142857
Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,57,Graduate,1,0,380,5,51,8.5
Partnered,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,57,Postgraduate,2,0,537,4,17,3.4
Partnered,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,41,Graduate,1,0,227,4,22,4.4
Widow,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,72,Graduate,0,0,564,14,324,21.6
Partnered,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,53,Undergraduate,3,0,676,16,211,12.411764705882353
Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,45,Postgraduate,1,0,91,4,19,3.8
Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,55,Graduate,1,0,410,8,41,4.555555555555555
Partnered,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,1,58,Postgraduate,1,1,256,17,492,27.333333333333332
Partnered,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,66,Graduate,1,0,632,26,1005,37.22222222222222
Partnered,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,77,Graduate,1,0,668,7,114,14.25
Divorced,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,58,Postgraduate,2,0,417,19,1173,58.65
Partnered,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,47,Graduate,0,1,177,19,1738,86.9
Partnered,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,47,Postgraduate,1,0,202,12,222,17.076923076923077
Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,33,Graduate,0,0,56,16,1127,66.29411764705883
Partnered,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,80,Postgraduate,0,0,437,10,209,19.0
Partnered,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,58,Postgraduate,1,0,124,23,787,32.791666666666664
Partnered,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,35,Postgraduate,0,0,266,24,1598,63.92
Partnered,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,55,Graduate,2,0,652,12,186,14.307692307692308
Partnered,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,1,42,Graduate,1,0,667,6,47,6.714285714285714
Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,39,Graduate,1,0,552,5,27,4.5
Partnered,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,1,46,Undergraduate,1,0,597,11,96,8.0
Divorced,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,70,Undergraduate,2,0,463,10,64,5.818181818181818
Partnered,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,61,Graduate,0,0,640,23,1040,43.333333333333336
Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,52,Graduate,2,0,318,13,163,11.642857142857142
Partnered,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,66,Graduate,0,0,475,11,343,28.583333333333332
Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,1,71,Postgraduate,3,1,250,24,446,17.84
Partnered,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,61,Graduate,2,0,20,5,41,6.833333333333333
Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,1,54,Postgraduate,1,0,668,9,70,7.0
Divorced,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,55,Postgraduate,2,0,30,14,272,18.133333333333333
Partnered,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,52,Postgraduate,1,0,388,6,46,6.571428571428571
Partnered,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,63,Graduate,2,0,620,19,490,24.5
Single,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,1,44,Undergraduate,1,0,589,8,79,8.777777777777779
Partnered,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,50,Graduate,1,0,597,17,915,50.833333333333336
Partnered,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,71,Postgraduate,1,1,456,35,1485,41.25
Single,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,39,Graduate,1,0,676,16,369,21.705882352941178
Partnered,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,64,Graduate,1,0,522,19,1073,53.65
Partnered,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,83,Postgraduate,0,0,90,19,1242,62.1
Partnered,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,51,Undergraduate,1,1,221,9,78,7.8
Partnered,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,32,Graduate,0,4,135,21,1378,62.63636363636363
Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,1,45,Graduate,0,2,492,26,1474,54.592592592592595
Partnered,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,55,Postgraduate,2,0,481,29,751,25.033333333333335
Partnered,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,53,Postgraduate,1,0,54,7,48,6.0
Partnered,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,43,Graduate,1,0,38,6,45,6.428571428571429
Partnered,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,44,Postgraduate,1,0,24,4,10,2.0
Partnered,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,1,52,Postgraduate,0,2,390,16,1435,84.41176470588235
Partnered,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,85,Postgraduate,0,1,442,22,2119,92.1304347826087
Partnered,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,73,Graduate,3,0,207,4,20,4.0
Partnered,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,40,Graduate,0,3,66,27,1795,64.10714285714286
Partnered,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,37,Graduate,1,2,85,19,1188,59.4
Partnered,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,37,Undergraduate,1,0,56,7,43,5.375
Partnered,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,58,Graduate,1,0,430,24,1008,40.32
Single,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,1,65,Postgraduate,0,4,416,16,1688,99.29411764705883
Partnered,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,37,Graduate,1,0,608,21,684,31.09090909090909
Partnered,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,59,Undergraduate,2,0,522,39,1082,27.05
Partnered,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,62,Graduate,1,0,216,25,1068,41.07692307692308
Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,56,Graduate,1,0,147,7,57,7.125
Partnered,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,70,Postgraduate,1,0,373,5,46,7.666666666666667
Divorced,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,60,Graduate,1,0,190,23,733,30.541666666666668
Widow,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,77,Postgraduate,1,0,295,17,467,25.944444444444443
Partnered,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,55,Postgraduate,1,0,311,10,122,11.090909090909092
Partnered,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,40,Undergraduate,1,0,507,7,36,4.5
Partnered,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,37,Graduate,1,0,360,5,34,5.666666666666667
Partnered,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,78,Postgraduate,1,0,191,10,156,14.181818181818182
Partnered,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,80,Graduate,0,0,327,4,14,2.8
Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,37,Graduate,1,0,546,5,37,6.166666666666667
Partnered,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,52,Undergraduate,0,0,104,5,34,5.666666666666667
Divorced,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,67,Graduate,0,0,351,4,20,4.0
Divorced,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,54,Postgraduate,1,0,263,11,192,16.0
Single,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,62,Graduate,0,2,182,17,1379,76.61111111111111
Partnered,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,50,Graduate,1,0,385,7,48,6.0
Partnered,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,73,Postgraduate,1,0,189,16,428,25.176470588235293
Single,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,71,Graduate,1,0,423,27,868,31.0
Partnered,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,57,Graduate,1,0,498,27,1001,35.75
Single,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,55,Postgraduate,1,0,255,7,59,7.375
Partnered,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,46,Undergraduate,2,0,210,16,431,25.352941176470587
Partnered,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,50,Graduate,1,0,660,27,971,34.67857142857143
Partnered,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,54,Graduate,3,0,678,19,348,17.4
Single,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,1,60,Undergraduate,0,2,652,24,2059,82.36
Partnered,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,1,42,Postgraduate,1,1,454,14,265,17.666666666666668
Partnered,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,74,Graduate,1,0,35,13,270,19.285714285714285
Partnered,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,44,Undergraduate,0,0,642,19,1289,64.45
Partnered,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,1,62,Graduate,1,1,179,16,893,52.529411764705884
Widow,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,77,Graduate,0,0,280,22,926,40.26086956521739
Widow,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,68,Postgraduate,1,0,152,9,135,13.5
Partnered,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,63,Graduate,0,1,3,19,1495,74.75
Partnered,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,51,Graduate,1,0,125,9,120,12.0
Single,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,57,Postgraduate,0,0,118,20,1288,61.333333333333336
Partnered,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,1,71,Postgraduate,0,2,432,17,1743,96.83333333333333
Widow,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,56,Graduate,1,0,606,4,15,3.0
Partnered,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,75,Graduate,2,0,115,20,542,25.80952380952381
Partnered,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,55,Postgraduate,1,0,683,25,890,34.23076923076923
Partnered,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,51,Graduate,1,0,459,33,1388,40.8235294117647
